2019-07-09 14:25:33,b'RT @UNSDSN: The #maize pest Fall Armyworm has hit #Myanmar #China #Bangladesh and #SriLanka. How can you identify it and defend your #crops\xe2\x80\xa6'
2019-07-09 14:24:19,b'Always have cake for dessert and you will never go wrong!\n\n#giftingmadeeasy #fragrances #houseofgiftscmb\xe2\x80\xa6 https://t.co/NPQmAROFVI'
2019-07-09 14:24:08,b'RT @SriLankaTweet: Great News \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 \nSri Lanka eliminates Measles (Sarampa / \xe0\xb7\x83\xe0\xb6\xbb\xe0\xb6\xb8\xe0\xb7\x8a\xe0\xb6\xb4).\nWorld Health Organization announced #SriLanka has elimina\xe2\x80\xa6'
2019-07-09 14:23:56,b'All the right tools under one roof to make your kitchen functional.\n\n#giftingmadeeasy #fragrances #houseofgiftscmb\xe2\x80\xa6 https://t.co/uuomwfEi3L'
2019-07-09 14:23:49,b'RT @ThilanWijegunar: \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 #SriLanka #Ceylon #LKA #VisitSriLanka #Travel #Tourism #TTOT #TravelSriLanka #OurWorld #ThilanW #WanderlustXL\n\nRT|t\xe2\x80\xa6'
2019-07-09 14:21:54,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 14:19:19,b'#SriLanka eliminates #measles - @WHO\n\n\xe2\x80\x9cIt\xe2\x80\x99s achievement comes at a time when globally measles cases are increasing.\xe2\x80\xa6 https://t.co/QOIdq5xAhC'
2019-07-09 14:18:45,b'RT @garikaalan: Remembering the #Navali massacre of displaced #Tamil people in Saint Peter Church in #Jaffna: more than 200 refugees includ\xe2\x80\xa6'
2019-07-09 14:17:57,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 14:17:42,"b""RT @milindarj: Honoured to join these young political leaders in Kandy yesterday, representing @YouthSLPP to establish 'Asana Balamandala',\xe2\x80\xa6"""
2019-07-09 14:17:26,"b""RT @RocketRuwan: Good Evening! It's 7:45PM in #Colombo, #SriLanka. And Partly Cloudy right now, with the temperature at 28\xc2\xb0C. Wind speed is\xe2\x80\xa6"""
2019-07-09 14:16:08,"b'RT @Akqua_Sun_Group: #SriLanka, this is an #island which is situated southeast of India. Sri Lanka #tourism is characterized by its colonia\xe2\x80\xa6'"
2019-07-09 14:15:09,"b""Good Evening! It's 7:45PM in #Colombo, #SriLanka. And Partly Cloudy right now, with the temperature at 28\xc2\xb0C. Wind s\xe2\x80\xa6 https://t.co/ry9PR6NyaS"""
2019-07-09 14:10:35,b'RT @94lifestyle: The face I try to perfect every single day.\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\n#94lifestyle #blogger #bloggingtips #bloggerlife #ontheblog #travelblog #t\xe2\x80\xa6'
2019-07-09 14:08:48,b'RT @94lifestyle: The face I try to perfect every single day.\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\n#94lifestyle #blogger #bloggingtips #bloggerlife #ontheblog #travelblog #t\xe2\x80\xa6'
2019-07-09 14:07:24,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 14:07:06,b'Wow and congratulations to #Srilanka #MeaslesFree https://t.co/oQgMjc7JRW'
2019-07-09 14:05:12,b'The face I try to perfect every single day.\n\xe3\x83\xbb\xe3\x83\xbb\xe3\x83\xbb\n#94lifestyle #blogger #bloggingtips #bloggerlife #ontheblog\xe2\x80\xa6 https://t.co/EWMTYGPcYW'
2019-07-09 14:02:46,"b'Farzanah Chowdhury, CEO @GreenDelta1985 shares #SouthAsia trends in #InclusiveInsurance : #AgricultureInsurance pre\xe2\x80\xa6 https://t.co/DWf1CqgzAf'"
2019-07-09 14:00:46,"b""Good Evening! It's 7:30PM in #Kandy, #SriLanka. And Mostly Cloudy right now, with the temperature at 25\xc2\xb0C. Wind spe\xe2\x80\xa6 https://t.co/wRzBioZZu3"""
2019-07-09 14:00:18,b'The radical grace and love offered by Christians following the Easter massacre ring louder than the blast of a bomb\xe2\x80\xa6 https://t.co/tzjuwDMkvc'
2019-07-09 13:58:04,b'RT @SriLankaTweet: Great News \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 \nSri Lanka eliminates Measles (Sarampa / \xe0\xb7\x83\xe0\xb6\xbb\xe0\xb6\xb8\xe0\xb7\x8a\xe0\xb6\xb4).\nWorld Health Organization announced #SriLanka has elimina\xe2\x80\xa6'
2019-07-09 13:57:45,b'RT @IslandCricket: The cricket world will miss the Sri Lankan maverick Lasith Malinga: https://t.co/ljL1sHeEez\n\n#SriLanka #CWC19'
2019-07-09 13:57:40,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 13:57:21,"b""RT @SriLankaTweet: University students' protest march now stepping towards Colombo. Expect heavy traffic. Inter University Students Federat\xe2\x80\xa6"""
2019-07-09 13:55:56,b'Everyone is a Winner with #FOX914 \xf0\x9f\x98\x8e\n\nDownload NOW &amp; Inbox your New @FriMi_lk id to WIN \xf0\x9f\x8f\x86 #SriLanka\n\n**Exclusively f\xe2\x80\xa6 https://t.co/oz39FKTLNR'
2019-07-09 13:54:26,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 13:52:17,"b'@NewsfirstSL Dear Auditor General, \nplease do evaluate the power supply capacity of The Electricity Board and bring\xe2\x80\xa6 https://t.co/1Js5jAsVK0'"
2019-07-09 13:51:40,"b'RT @ranganashamil: Mohommed Nazir (41) from Rasnayakepura, Shahul Hameed (21) from Welimada, &amp; Mohommed Muktar Ashif (29) from Peradeniya,\xe2\x80\xa6'"
2019-07-09 13:50:56,"b'RT @EmbarkLK: \xe2\x80\x9cYou are my ying to my yang.\xe2\x80\x9d If you\xe2\x80\x99d like to adopt this beautiful duo, please call us on (77) 902 4746.\n\n#embark #puppies #\xe2\x80\xa6'"
2019-07-09 13:50:02,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:49:47,"b'RT @vajirasumeda: srilanka university students who went on protestmarch against education privatization ,despersed by police using tear gas\xe2\x80\xa6'"
2019-07-09 13:49:45,b'RT @TechyTee: Which Sri Lankan political party has the most number of crooks?\n#lka #poll #srilanka #slpoll #pollsl #lkpoll #slfp #slpp #unp\xe2\x80\xa6'
2019-07-09 13:49:43,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 13:48:15,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:47:36,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:47:35,b'RT @healthmap: #SriLanka: @WHO has announced that the South-East Asian country has eliminated #measles via https://t.co/3vIaafjXil'
2019-07-09 13:46:32,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 13:45:19,b'RT @TechyTee: Which Sri Lankan political party has the most number of crooks?\n#lka #poll #srilanka #slpoll #pollsl #lkpoll #slfp #slpp #unp\xe2\x80\xa6'
2019-07-09 13:45:14,"b'Next Trains to #Kandy, from #Colombo.\n\xc2\xa0\n- 20:00 (Badulla, Transit at Peradeniya)\n- 03:30 (Tomorrow, From Maradana,\xe2\x80\xa6 https://t.co/vbe4iJ7qjh'"
2019-07-09 13:45:12,"b'RT @WHOSEARO: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 is the fourth country in the Region, after Bhutan \xf0\x9f\x87\xa7\xf0\x9f\x87\xb9, Maldives \xf0\x9f\x87\xb2\xf0\x9f\x87\xbb and Timor-Leste \xf0\x9f\x87\xb9\xf0\x9f\x87\xb1, to eliminate #measles and\xe2\x80\xa6'"
2019-07-09 13:45:06,"b'Next Trains to #Ella &amp; Badulla, from #Colombo.\n\xc2\xa0\n- 20:00\n- 05:55 (Tomorrow)\n- 08:30 (Tomorrow)\n- 09:45 (Tomorrow)\n\xc2\xa0\xe2\x80\xa6 https://t.co/zWuoYK7rjK'"
2019-07-09 13:44:21,b'Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasle\xe2\x80\xa6 https://t.co/ImQPXlKuhW'
2019-07-09 13:43:55,"b""RT @lohang: Yet another court day for #ShakthikaSathkumara who's undergoing a protracted Kafkaesque trial for writing a short story. He was\xe2\x80\xa6"""
2019-07-09 13:43:13,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 13:42:56,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:41:50,b'APPOINTED :\nA professionals advisory board on national security chaired by Dr. Sarath Amunugama appointed by the Pr\xe2\x80\xa6 https://t.co/vaZcyqz3iE'
2019-07-09 13:41:46,b'RT @Naveen_Odisha: Congratulate #TeamIndia on their emphatic win over #SriLanka on their way to semi-final in #CWC19. Best wishes to the te\xe2\x80\xa6'
2019-07-09 13:41:41,b'RT @agsupun: Got my #CraigIsSatoshi t-shirt today. Thanks @Street5Wall and @zeroconfs1 for the awesome t-shirt. Everyone should shop with @\xe2\x80\xa6'
2019-07-09 13:41:41,"b'We pray for Christian Missionaries in Sri Lanka for courage, good health and success; that the Holy Spirit will emp\xe2\x80\xa6 https://t.co/qk6Mpp6dVn'"
2019-07-09 13:40:42,"b'RT @ARanawana25: THREAD\nWas at kocchikade church with my mum this afternoon. As we went through security, the lady in front of me was visib\xe2\x80\xa6'"
2019-07-09 13:39:50,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 13:39:00,b'RT @garikaalan: Remembering the #Navali massacre of displaced #Tamil people in Saint Peter Church in #Jaffna: more than 200 refugees includ\xe2\x80\xa6'
2019-07-09 13:36:57,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 13:35:38,"b'SLFP Secretary Dayasiri Jayasekara, Eastern Province Senior DIG and Education Ministry Secretary have been summoned\xe2\x80\xa6 https://t.co/VKquq847jH'"
2019-07-09 13:35:18,b'RT @sunandadesh: In a funaral in a village. Monk is preaching anti-minority hate. Says Muslim docters make Buddhist mothers infertile. Ask\xe2\x80\xa6'
2019-07-09 13:34:23,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:34:22,b'RT @sunandadesh: In a funaral in a village. Monk is preaching anti-minority hate. Says Muslim docters make Buddhist mothers infertile. Ask\xe2\x80\xa6'
2019-07-09 13:33:32,"b'Something to Learn ppl of #SriLanka cuz, If  it is not now and then When ? https://t.co/C04m6kDqBE'"
2019-07-09 13:32:51,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:32:17,b'#SriLanka: @WHO has announced that the South-East Asian country has eliminated #measles via https://t.co/3vIaafjXil'
2019-07-09 13:31:20,b'RT @UNSDSN: The #maize pest Fall Armyworm has hit #Myanmar #China #Bangladesh and #SriLanka. How can you identify it and defend your #crops\xe2\x80\xa6'
2019-07-09 13:31:04,"b""RT @amnestysasia: Srilanka: No Justice for 'Trinco 5'\n\n\xe2\x80\x9cThe acquittals in the Trinco Five case mean that the government\xe2\x80\x99s obligation to bri\xe2\x80\xa6"""
2019-07-09 13:30:34,"b'Trains Tomorrow to #Badulla &amp; #Ella, from #Kandy.\n\xc2\xa0\n- 03:30\n- 08:42\n- 11:03\n- 12:25 (From Peradeniya)\n- 22:20 (Tran\xe2\x80\xa6 https://t.co/E32gs7iFSP'"
2019-07-09 13:30:15,"b'Trains Tomorrow to #Colombo, from #Kandy.\n\xc2\xa0\n- 01:40 (Transit at Peradeniya)\n- 05:00 (Matara)\n- 06:15 (Intercity)\n-\xe2\x80\xa6 https://t.co/CR82danaaz'"
2019-07-09 13:29:58,b'RT @TechyTee: Which Sri Lankan political party has the most number of crooks?\n#lka #poll #srilanka #slpoll #pollsl #lkpoll #slfp #slpp #unp\xe2\x80\xa6'
2019-07-09 13:29:57,"b""RT @sutharsh_: And this is not just the BBS saying this. It is the underlying premise of Chapter 2 of #SriLanka's constitution. #Ethnocracy\xe2\x80\xa6"""
2019-07-09 13:29:14,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:29:12,b'RT @sunandadesh: In a funaral in a village. Monk is preaching anti-minority hate. Says Muslim docters make Buddhist mothers infertile. Ask\xe2\x80\xa6'
2019-07-09 13:28:35,b'A 24 hour water cut in Colombo and some other areas - Read More &gt;&gt;&gt; https://t.co/uUSU9syZ8D #LKA #SriLanka https://t.co/itXzt5uje5'
2019-07-09 13:27:27,b'RT @johnjayaw: Scary because every positive piece of news on #SriLanka triggers a negative reaction from the Idiot-in-Chief @MaithripalaS h\xe2\x80\xa6'
2019-07-09 13:26:57,"b'#SriLanka police chief, ex-defence secretary released on bail in #EasterAttacks case https://t.co/kBtz8rjCEE'"
2019-07-09 13:24:44,b'RT @SriLankaTweet: Great News \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 \nSri Lanka eliminates Measles (Sarampa / \xe0\xb7\x83\xe0\xb6\xbb\xe0\xb6\xb8\xe0\xb7\x8a\xe0\xb6\xb4).\nWorld Health Organization announced #SriLanka has elimina\xe2\x80\xa6'
2019-07-09 13:24:41,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:24:25,b'Our latest video on Tourist Entry Fees to major Sri Lankan Attractions is out now. Check it out and give us a retwe\xe2\x80\xa6 https://t.co/VTohpAL5rW'
2019-07-09 13:24:22,b'Great achievement \xf0\x9f\x99\x8f who to thank \xf0\x9f\x91\x89 only for the free heath care which has been a national priority for decades &amp; ev\xe2\x80\xa6 https://t.co/my4v7XgyCt'
2019-07-09 13:23:34,b'Morning walk at the beach done right with https://t.co/pmzX5bhvkG_epic and the friendly \xf0\x9f\x8c\xb4\xf0\x9f\xa5\xa5 coconuts.\n.\n.\n.\xe2\x80\xa6 https://t.co/fU6raBkxWD'
2019-07-09 13:23:01,b'#SriLanka court rejects Easter bomb murder charge against officials https://t.co/xGOfZ6NnIZ'
2019-07-09 13:22:55,b'CEB and CPC comes to an agreement - Read More &gt;&gt;&gt; https://t.co/v2SZ4GV99M #LKA #SriLanka https://t.co/7VfRUO0xd3'
2019-07-09 13:22:11,b'RT @SriLankaTweet: Great News \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 \nSri Lanka eliminates Measles (Sarampa / \xe0\xb7\x83\xe0\xb6\xbb\xe0\xb6\xb8\xe0\xb7\x8a\xe0\xb6\xb4).\nWorld Health Organization announced #SriLanka has elimina\xe2\x80\xa6'
2019-07-09 13:20:27,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:19:56,"b'Mohommed Nazir (41) from Rasnayakepura, Shahul Hameed (21) from Welimada, &amp; Mohommed Muktar Ashif (29) from Peraden\xe2\x80\xa6 https://t.co/KeEfLjriGe'"
2019-07-09 13:19:18,b'Charges on flights to be reduced - Read More &gt;&gt;&gt; https://t.co/sklOpE8bVL #LKA #SriLanka https://t.co/nnX2K9zfnE'
2019-07-09 13:18:55,b'RT @SriLankaTweet: Landmark for healthcare services in #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0!\nWorld Health Organization (WHO) declared Sri Lanka as a \n\xe2\x9c\x94\xef\xb8\x8fMeasles-Fre\xe2\x80\xa6'
2019-07-09 13:17:44,"b'RT @Akqua_Sun_Group: #SriLanka, this is an #island which is situated southeast of India. Sri Lanka #tourism is characterized by its colonia\xe2\x80\xa6'"
2019-07-09 13:17:34,b'RT @itnnewslk: Asian Coastguard Heads meet in Sri Lanka - Read More &gt;&gt;&gt; https://t.co/Ff8CQePJO3 #LKA #SriLanka https://t.co/sY8BMXcYty'
2019-07-09 13:17:16,"b'#SLFP Secretary Dayasiri Jayasekara, Eastern Province Senior DIG and Education Ministry Secretary have been summone\xe2\x80\xa6 https://t.co/JOeFY5WeDa'"
2019-07-09 13:16:26,"b'#SriLanka, this is an #island which is situated southeast of India. Sri Lanka #tourism is characterized by its colo\xe2\x80\xa6 https://t.co/UYyLSYPYDW'"
2019-07-09 13:16:13,"b""RT @WHOSriLanka: Let's prevent dengue together \xf0\x9f\xa6\x9f\xf0\x9f\x9a\xab\nDid you remember to : \n\xe2\x9c\x85 Check your premises for stagnant water containers \n\xe2\x9c\x85 Wear mosqui\xe2\x80\xa6"""
2019-07-09 13:16:04,b'RT @WHOSriLanka: #SriLanka\xe2\x80\x99s \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 success follows its persistent efforts to ensure maximum coverage with 2 doses of #measles &amp; rubella vaccin\xe2\x80\xa6'
2019-07-09 13:15:34,b'Asian Coastguard Heads meet in Sri Lanka - Read More &gt;&gt;&gt; https://t.co/Ff8CQePJO3 #LKA #SriLanka https://t.co/sY8BMXcYty'
2019-07-09 13:15:26,b'RT @WHOSriLanka: #FighttheBite Know the Facts and Act Now \n\xf0\x9f\x91\x89 UNDERSTAND - Dengue mosquitos bite throughout the day\n\xf0\x9f\x91\x89FIND &amp; DESTROY- mosquit\xe2\x80\xa6'
2019-07-09 13:14:40,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:13:16,b'A fake drug manufacturing facility busted - Read More &gt;&gt;&gt; https://t.co/xBo4fliR4X #LKA #SriLanka https://t.co/SH9atJZH9J'
2019-07-09 13:13:09,"b'Mohommed Nazir (41) from Rasnayakepura, Shahul Hameed (21) from Welimada, &amp; Mohommed Muktar Ashif (29) from Peraden\xe2\x80\xa6 https://t.co/VHSE0VQMcs'"
2019-07-09 13:12:15,b'RT @achyuta_samanta: India.... India!!! \n\nCongratulate #TeamIndia on their win over #SriLanka on their way to semi-final in #CWC19. India i\xe2\x80\xa6'
2019-07-09 13:12:06,"b'RT @ITCTravel: Back open for business, stunning #SriLanka combines captivating coastlines and colonial cities with expansive tea plantation\xe2\x80\xa6'"
2019-07-09 13:11:27,b'RT @TechyTee: Which Sri Lankan political party has the most number of crooks?\n#lka #poll #srilanka #slpoll #pollsl #lkpoll #slfp #slpp #unp\xe2\x80\xa6'
2019-07-09 13:11:10,b'RT @garikaalan: Remembering the #Navali massacre of displaced #Tamil people in Saint Peter Church in #Jaffna: more than 200 refugees includ\xe2\x80\xa6'
2019-07-09 13:11:10,b'RT @WHOSEARO: #GREATNEWS: #SriLanka \xf0\x9f\x87\xb1\xf0\x9f\x87\xb0 has eliminated #measles!\n\nThe country has interrupted transmission of the indigenous virus that caus\xe2\x80\xa6'
2019-07-09 13:11:10,"b'SLFP Gen. secy. MP Dayasiri Jayasekara says that, after seeking Speaker\xe2\x80\x99s advice, he will be appearing before the P\xe2\x80\xa6 https://t.co/VEB67UVHym'"
2019-07-09 13:10:48,b'RT @garikaalan: #SriLanka church bombing not forgotten by survivors https://t.co/YvCKhCY9mX \xe2\x80\x9cWe heard eight explosions ring out as the heli\xe2\x80\xa6'
